Frame,Satellite X (km),Satellite Y (km),Velocity X (km/s),Velocity Y (km/s),Force X (N),Force Y (N),Total Distance (km),Total Velocity (km/s),Total Acceleration (km/s²)
488,-1892775.5757420699,-446723.1251933259,-3952.786026877916,-974.9753316446231,0.000980545441545949,0.00024185357107879907,1986628.7162480836,4071.2521748961763,4.1521211979925825e-05
489,-1896728.3616712939,-447698.100500884,-3952.7859292240314,-974.975307558089,0.0009765388437267513,0.00024086534168632327,1990699.9684229617,4071.2520743156497,4.126672196449955e-05
490,-1900681.1475032624,-448673.0757844538,-3952.785831968356,-974.9752835697732,0.0009725567529128138,0.0002398831569207999,1994771.2204972594,4071.2519741452666,4.101430745980281e-05
491,-1904633.9332383708,-449648.0510441329,-3952.785735108459,-974.9752596790765,0.0009685989696421914,0.00023890696758546273,1998842.4724713874,4071.2518743825226,4.076394735013261e-05
492,-1908586.7188770126,-450623.0262800183,-3952.7856386419294,-974.975235885404,0.0009646652964780953,0.0002379367249830418,2002913.724345752,4071.2517750249344,4.0515620777033274e-05
493,-1912539.504419579,-451598.00149220653,-3952.7855425663756,-974.9752121881659,0.0009607555379842634,0.0002369723809096886,2006984.9761207595,4071.251676070041,4.026930713570946e-05
494,-1916492.2898664582,-452572.97668079333,-3952.7854468794258,-974.9751885867772,0.00095686950070069,0.00023601388764899034,2011056.2277968118,4071.251577515396,4.002498607136146e-05
495,-1920445.0752180372,-453547.951845874,-3952.7853515787265,-974.9751650806575,0.0009530069931196895,0.0002350611979660658,2015127.4793743098,4071.2514793585783,3.9782637475709094e-05
496,-1924397.860474699,-454522.92698754324,-3952.7852566619435,-974.9751416692309,0.0009491678256623057,0.0002341142651017468,2019198.730853651,4071.2513815971824,3.954224148346013e-05
497,-1928350.6456368256,-455497.90210589516,-3952.7851621267628,-974.9751183519265,0.0009453518106550455,0.0002331730427668402,2023269.9822352307,4071.2512842288247,3.930377846894855e-05
498,-1932303.4307047965,-456472.8772010233,-3952.7850679708868,-974.975095128178,0.000941558762306944,0.00023223748513647057,2027341.2335194421,4071.251187251139,3.906722904273894e-05
499,-1936256.2156789885,-457447.8522730207,-3952.7849741920368,-974.9750719974234,0.0009377884966869492,0.0002313075468445024,2031412.4847066763,4071.2510906617786,3.883257404832075e-05
500,-1940209.0005597766,-458422.8273219798,-3952.7848807879536,-974.975048959105,0.000934040831701626,0.00023038318297804116,2035483.7357973207,4071.2509944584162,3.85997945588274e-05
501,-1944161.785347533,-459397.80234799243,-3952.784787756395,-974.9750260126701,0.0009303155870731641,0.00022946434907200887,2039554.9867917623,4071.2508986387434,3.836887187390228e-05
502,-1948114.570042628,-460372.77735115,-3952.784695095136,-974.9750031575701,0.0009266125843177031,0.00022855100110379795,2043626.237690384,4071.2508032004675,3.813978751643333e-05
503,-1952067.35464543,-461347.7523315433,-3952.7846028019717,-974.9749803932605,0.0009229316467239477,0.0002276430954879973,2047697.4884935676,4071.250708141318,3.791252322956574e-05
504,-1956020.1391563048,-462322.7272892625,-3952.7845108747115,-974.9749577192016,0.0009192725993320892,0.00022674058907119275,2051768.7392016924,4071.2506134590376,3.76870609735485e-05
505,-1959972.923575616,-463297.7022243974,-3952.7844193111846,-974.9749351348577,0.0009156352689130132,0.00022584343912683915,2055839.9898151343,4071.250519151392,3.746338292278167e-05
506,-1963925.707903725,-464272.67713703704,-3952.784328109236,-974.9749126396972,0.0009120194839477935,0.00022495160335020268,2059911.240334269,4071.2504252161607,3.7241471462870024e-05
507,-1967878.4921409918,-465247.65202727023,-3952.7842372667287,-974.9748902331932,0.0009084250746074759,0.00022406503985337442,2063982.4907594686,4071.250331651143,3.702130918764337e-05
508,-1971831.2762877732,-466222.62689518504,-3952.7841467815415,-974.9748679148224,0.0009048518727331352,0.00022318370716035163,2068053.741091103,4071.2502384541535,3.680287889633452e-05
509,-1975784.0603444248,-467197.60174086905,-3952.7840566515697,-974.9748456840659,0.0009012997118162031,0.0002223075642021858,2072124.9913295407,4071.2501456230257,3.658616359079379e-05
510,-1979736.8443112995,-468172.5765644094,-3952.783966874727,-974.9748235404089,0.0008977684269790743,0.00022143657031219904,2076196.2414751472,4071.2500531556093,3.6371146472623447e-05
511,-1983689.6281887486,-469147.55136589275,-3952.783877448942,-974.9748014833403,0.0008942578549559721,0.00022057068522126489,2080267.4915282864,4071.2499610497716,3.615781094050027e-05
512,-1987642.4119771207,-470122.52614540514,-3952.783788372158,-974.9747795123534,0.0008907678340740746,0.00021970986905315315,2084338.74148932,4071.249869303395,3.594614058750123e-05
513,-1991595.1956767628,-471097.500903032,-3952.7836996423375,-974.9747576269452,0.0008872982042349043,0.00021885408231993973,2088409.9913586073,4071.2497779143796,3.573611919837501e-05
514,-1995547.9792880204,-472072.4756388587,-3952.783611257457,-974.9747358266166,0.0008838488068959638,0.00021800328591747704,2092481.2411365053,4071.249686880642,3.552773074702735e-05
515,-1999500.7628112359,-473047.4503529695,-3952.7835232155085,-974.9747141108726,0.0008804194850526251,0.00021715744112092722,2096552.4908233695,4071.2495962001135,3.5320959393893133e-05
516,-2003453.54624675,-474022.42504544876,-3952.7834355145,-974.9746924792216,0.0008770100832202633,0.0002163165095803555,2100623.7404195536,4071.2495058707423,3.511578948342284e-05
517,-2007406.3295949025,-474997.3997163799,-3952.7833481524553,-974.9746709311763,0.0008736204474166328,0.00021548045331638353,2104694.9899254083,4071.2494158904947,3.491220554158738e-05
518,-2011359.11285603,-475972.37436584616,-3952.783261127413,-974.9746494662528,0.0008702504251444796,0.00021464923471590036,2108766.2393412823,4071.2493262573475,3.471019227344878e-05
519,-2015311.8960304672,-476947.34899393015,-3952.783174437426,-974.9746280839711,0.0008668998653743888,0.00021382281652783237,2112837.4886675244,4071.249236969298,3.450973456073073e-05
520,-2019264.6791185478,-477922.32360071404,-3952.7830880805645,-974.9746067838549,0.000863568618527865,0.00021300116185896982,2116908.7379044774,4071.249148024358,3.4310817459422434e-05
521,-2023217.4621206028,-478897.2981862795,-3952.783002054911,-974.9745855654314,0.0008602565364606356,0.00021218423416984874,2120979.9870524863,4071.2490594205506,3.411342619748857e-05
522,-2027170.2450369613,-479872.2727507077,-3952.7829163585634,-974.9745644282317,0.0008569634724461802,0.00021137199727068868,2125051.236111891,4071.248971155919,3.3917546172531065e-05
523,-2031123.0278679507,-480847.2472940795,-3952.782830989636,-974.9745433717901,0.0008536892811594826,0.00021056441531738503,2129122.485083031,4071.2488832285203,3.372316294950523e-05
524,-2035075.8106138972,-481822.2218164752,-3952.7827459462537,-974.9745223956448,0.0008504338186609933,0.0002097614528075537,2133193.733966244,4071.248795636422,3.3530262258540276e-05
525,-2039028.5932751237,-482797.19631797454,-3952.782661226559,-974.9745014993374,0.0008471969423808122,0.00020896307457662946,2137264.982761865,4071.2487083777132,3.333882999268683e-05
526,-2042981.3758519525,-483772.17079865694,-3952.782576828708,-974.9744806824128,0.0008439785111030783,0.00020816924579401624,2141336.2314702272,4071.2486214504934,3.314885220577206e-05
527,-2046934.1583447033,-484747.14525860135,-3952.7824927508696,-974.9744599444197,0.0008407783849505664,0.00020737993195928765,2145407.4800916626,4071.2485348528767,3.296031511027293e-05
528,-2050886.9407536946,-485722.1196978862,-3952.782408991227,-974.9744392849099,0.0008375964253694905,0.00020659509889843893,2149478.7286265,4071.248448582991,3.277320507518532e-05
529,-2054839.7230792427,-486697.0941165897,-3952.7823255479775,-974.9744187034386,0.0008344324951145035,0.00020581471276018702,2153549.977075068,4071.2483626389812,3.258750862400714e-05
530,-2058792.505321662,-487672.0685147892,-3952.782242419332,-974.9743981995646,0.0008312864582338995,0.00020503874001232117,2157621.2254376914,4071.2482770190036,3.240321243264552e-05
531,-2062745.2874812654,-488647.04289256205,-3952.7821596035137,-974.9743777728498,0.0008281581800550082,0.0002042671474381001,2161692.4737146953,4071.2481917212285,3.2220303327436614e-05
532,-2066698.0695583643,-489622.01724998496,-3952.782077098761,-974.9743574228597,0.0008250475271697831,0.00020349990213269767,2165763.721906401,4071.2481067438416,3.20387682831622e-05
533,-2070650.8515532678,-490596.9915871341,-3952.781994903324,-974.9743371491626,0.0008219543674205765,0.00020273697149969438,2169834.9700131305,4071.2480220850402,3.1858594421108715e-05
534,-2074603.6334662833,-491571.9659040855,-3952.7819130154676,-974.9743169513301,0.0008188785698861037,0.00020197832324761524,2173906.2180352006,4071.247937743037,3.167976900712998e-05
535,-2078556.4152977166,-492546.9402009144,-3952.7818314334672,-974.9742968289377,0.0008158200048675884,0.000201223925386513,2177977.465972929,4071.2478537160564,3.150227944978082e-05
536,-2082509.1970478722,-493521.9144776959,-3952.781750155613,-974.974276781563,0.0008127785438750888,0.00020047374622459509,2182048.71382663,4071.247770002337,3.1326113298448685e-05
537,-2086461.9787170526,-494496.8887345047,-3952.7816691802063,-974.9742568087877,0.0008097540596140043,0.00019972775436489587,2186119.961596617,4071.2476866001293,3.115125824149918e-05
538,-2090414.760305558,-495471.86297141487,-3952.781588505564,-974.9742369101957,0.0008067464259717547,0.0001989859187019912,2190191.2092832024,4071.2476035076998,3.09777021044954e-05
539,-2094367.5418136881,-496446.83718850027,-3952.781508130012,-974.9742170853748,0.0008037555180046347,0.0001982482084187558,2194262.4568866957,4071.2475207233238,3.0805432848400996e-05
540,-2098320.32324174,-497421.8113858342,-3952.781428051891,-974.9741973339155,0.0008007812119248366,0.00019751459298316285,2198333.704407404,4071.2474382452933,3.063443856783447e-05
541,-2102273.1045900094,-498396.7855634896,-3952.781348269553,-974.9741776554114,0.0007978233850876417,0.00019678504214512446,2202404.9518456347,4071.247356071909,3.046470748934393e-05
542,-2106225.885858791,-499371.7597215391,-3952.7812687813616,-974.9741580494588,0.0007948819159787763,0.00019605952593337338,2206476.1992016924,4071.2472742014875,3.0296227969703664e-05
543,-2110178.6670483765,-500346.7338600548,-3952.7811895856926,-974.9741385156574,0.0007919566842019335,0.00019533801465238513,2210547.4464758793,4071.247192632355,3.0128988494213634e-05
544,-2114131.4481590576,-501321.7079791084,-3952.781110680936,-974.9741190536093,0.0007890475704664507,0.0001946204788793389,2214618.6936684973,4071.247111362853,2.9962977675083492e-05
545,-2118084.229191123,-502296.6820787713,-3952.78103206549,-974.9740996629205,0.0007861544565751483,0.00019390688946111762,2218689.940779846,4071.247030391333,2.9798184249789896e-05
546,-2122037.0101448605,-503271.6561591145,-3952.7809537377675,-974.9740803431987,0.0007832772254123251,0.00019319721751134768,2222761.1878102226,4071.2469497161583,2.963459707944657e-05
547,-2125989.791020557,-504246.6302202086,-3952.7808756961917,-974.9740610940552,0.000780415760931902,0.00019249143440747417,2226832.4347599247,4071.246869335706,2.9472205147284646e-05
548,-2129942.571818496,-505221.60426212364,-3952.7807979391964,-974.974041915104,0.0007775699481457259,0.0001917895117878761,2230903.6816292456,4071.246789248363,2.9310997557003966e-05
549,-2133895.3525389615,-506196.5782849296,-3952.780720465229,-974.9740228059618,0.0007747396731120112,0.00019109142154901589,2234974.92841848,4071.24670945253,2.9150963531349305e-05
550,-2137848.133182234,-507171.5522886959,-3952.7806432727466,-974.9740037662482,0.0007719248229239405,0.00019039713584262743,2239046.1751279184,4071.2466299466187,2.899209241047827e-05
551,-2141800.9137485945,-508146.5262734914,-3952.780566360218,-974.9739847955855,0.0007691252856983997,0.00018970662707293786,2243117.4217578513,4071.2465507290503,2.8834373650570515e-05
552,-2145753.6942383205,-509121.500239385,-3952.7804897261226,-974.9739658935987,0.0007663409505648618,0.00018901986789392574,2247188.668308566,4071.24647179826,2.867779682229896e-05
553,-2149706.4746516896,-510096.4741864449,-3952.780413368952,-974.9739470599155,0.0007635717076544092,0.00018833683120661338,2251259.9147803504,4071.246393152693,2.8522351609406886e-05
554,-2153659.2549889768,-511071.4481147391,-3952.780337287207,-974.9739282941666,0.0007608174480888951,0.00018765749015639365,2255331.161173489,4071.2463147908065,2.836802780726867e-05
555,-2157612.035250456,-512046.4220243351,-3952.7802614794005,-974.9739095959848,0.0007580780639702414,0.0001869818181303903,2259402.407488266,4071.246236711068,2.82148153214867e-05
556,-2161564.8154364,-513021.3959153,-3952.7801859440556,-974.9738909650059,0.0007553534483698711,0.0001863097887548516,2263473.6537249633,4071.2461589119575,2.8062704166504708e-05
557,-2165517.5955470796,-513996.3697877008,-3952.7801106797065,-974.9738724008682,0.0007526434953182734,0.00018564137589257643,2267544.8998838617,4071.2460813919624,2.791168446425048e-05
558,-2169470.3755827644,-514971.3436416041,-3952.780035684896,-974.973853903213,0.0007499480997946998,0.00018497655364037313,2271616.1459652395,4071.2460041495865,2.7761746442768036e-05
559,-2173423.1555437227,-515946.3174770758,-3952.7799609581803,-974.9738354716834,0.000747267157716988,0.00018431529632654932,2275687.391969376,4071.245927183338,2.761288043491743e-05
560,-2177375.935430221,-516921.2912941817,-3952.779886498124,-974.9738171059256,0.0007446005659315165,0.00018365757850843446,2279758.637896545,4071.2458504917413,2.746507687702742e-05
561,-2181328.715242524,-517896.26509298733,-3952.779812303302,-974.9737988055882,0.0007419482222032793,0.0001830033749699318,2283829.883747023,4071.2457740733275,2.7318326307643268e-05
562,-2185281.4949808964,-518871.23887355765,-3952.7797383722996,-974.9737805703221,0.0007393100252060868,0.00018235266071910133,2287901.129521083,4071.24569792664,2.7172619366247573e-05
563,-2189234.2746456,-519846.21263595746,-3952.779664703712,-974.973762399781,0.0007366858745128908,0.00018170541098577368,2291972.375218996,4071.245622050231,2.7027946791966737e-05
564,-2193187.054236896,-520821.186380251,-3952.779591296145,-974.9737442936208,0.0007340756705862226,0.00018106160121919148,2296043.620841033,4071.245546442666,2.6884299422414833e-05
565,-2197139.8337550443,-521796.16010650253,-3952.7795181482134,-974.9737262515001,0.0007314793147687595,0.00018042120708568288,2300114.8663874622,4071.2454711025175,2.674166819236654e-05
566,-2201092.6132003027,-522771.13381477556,-3952.7794452585426,-974.9737082730796,0.0007288967092739967,0.00017978420446636072,2304186.111858551,4071.2453960283688,2.6600044132674894e-05
567,-2205045.3925729287,-523746.10750513355,-3952.779372625767,-974.9736903580226,0.0007263277571770434,0.0001791505694548523,2308257.357254566,4071.245321218815,2.6459418368984505e-05
568,-2208998.171873177,-524721.0811776395,-3952.779300248531,-974.9736725059948,0.0007237723624055269,0.00017852027835505612,2312328.602575772,4071.245246672459,2.6319782120633696e-05
569,-2212950.9511013026,-525696.0548323562,-3952.7792281254883,-974.9736547166641,0.0007212304297306118,0.0001778933076789266,2316399.847822431,4071.245172387914,2.6181126699452032e-05
570,-2216903.7302575577,-526671.0284693459,-3952.779156255302,-974.9736369897007,0.0007187018647581252,0.00017726963414428542,2320471.092994806,4071.245098363804,2.604344350868001e-05
571,-2220856.5093421945,-527646.0020886706,-3952.7790846366443,-974.9736193247774,0.0007161865739197972,0.0001766492346726607,2324542.3380931565,4071.24502459876,2.5906724041779744e-05
572,-2224809.2883554627,-528620.9756903922,-3952.779013268198,-974.9736017215687,0.0007136844644645995,0.00017603208638715097,2328613.5831177426,4071.2449510914266,2.5770959881418784e-05
573,-2228762.067297611,-529595.949274572,-3952.778942148653,-974.9735841797519,0.0007111954444502002,0.00017541816661031741,2332684.8280688203,4071.244877840454,2.5636142698282688e-05
574,-2232714.846168888,-530570.9228412709,-3952.7788712767106,-974.9735666990068,0.000708719422734512,0.0001748074528620992,2336756.0729466476,4071.244804844505,2.5502264250106233e-05
575,-2236667.6249695388,-531545.89639055,-3952.7788006510796,-974.9735492790146,0.0007062563089673532,0.0001741999228577568,2340827.3177514793,4071.244732102248,2.5369316380509722e-05
576,-2240620.403699809,-532520.8699224694,-3952.778730270478,-974.9735319194592,0.0007038060135822024,0.00017359555450583846,2344898.5624835687,4071.2446596123646,2.5237291018038148e-05
577,-2244573.1823599427,-533495.8434370895,-3952.778660133633,-974.9735146200265,0.0007013684477880574,0.00017299432590617186,2348969.807143168,4071.2445873735423,2.510618017509416e-05
578,-2248525.960950182,-534470.8169344699,-3952.7785902392807,-974.9734973804051,0.0006989435235613895,0.00017239621534788005,2353041.051730529,4071.2445153844806,2.497597594693945e-05
579,-2252478.739470768,-535445.7904146701,-3952.7785205861655,-974.9734802002849,0.0006965311536381994,0.0001718012013074218,2357112.2962459004,4071.244443643885,2.4846670510663765e-05
580,-2256431.517921941,-536420.7638777494,-3952.77845117304,-974.9734630793588,0.0006941312515061638,0.00017120926244665476,2361183.5406895317,4071.2443721504724,2.471825612423921e-05
581,-2260384.29630394,-537395.7373237668,-3952.778381998667,-974.973446017321,0.0006917437313968803,0.00017062037761092258,2365254.7850616695,4071.2443009029676,2.4590725125518858e-05
582,-2264337.0746170017,-538370.7107527807,-3952.778313061817,-974.9734290138684,0.0006893685082782043,0.000170034525827165,2369326.02936256,4071.244229900103,2.4464069931278282e-05
583,-2268289.852861363,-539345.6841648495,-3952.7782443612673,-974.9734120686998,0.0006870054978466761,0.00016945168630204976,2373397.2735924474,4071.244159140621,2.4338283036294983e-05
584,-2272242.631037259,-540320.6575600309,-3952.7781758958054,-974.9733951815159,0.0006846546165200428,0.00016887183842012856,2377468.5177515754,4071.2440886232725,2.4213357012362873e-05
585,-2276195.409144923,-541295.6309383829,-3952.7781076642277,-974.9733783520197,0.0006823157814298651,0.00016829496174201305,2381539.7618401865,4071.2440183468175,2.408928450743305e-05
586,-2280148.1871845885,-542270.6042999629,-3952.778039665337,-974.9733615799162,0.0006799889104142157,0.00016772103600257428,2385611.0058585205,4071.2439483100234,2.39660582446499e-05
587,-2284100.9651564867,-543245.5776448278,-3952.7779718979446,-974.9733448649121,0.0006776739220104616,0.0001671500411091625,2389682.2498068186,4071.2438785116647,2.3843671021505947e-05
588,-2288053.7430608473,-544220.5509730346,-3952.777904360871,-974.9733282067164,0.0006753707354481365,0.00016658195713984886,2393753.4936853177,4071.2438089505276,2.3722115708903912e-05
589,-2292006.5208979,-545195.5242846395,-3952.777837052944,-974.9733116050398,0.0006730792706418939,0.00016601676434168766,2397824.737494256,4071.2437396254045,2.3601385250323294e-05
590,-2295959.298667873,-546170.4975796991,-3952.7777699729986,-974.9732950595956,0.0006707994481845447,0.00016545444312899885,2401895.9812338687,4071.243670535095,2.348147266095804e-05
591,-2299912.0763709927,-547145.4708582693,-3952.7777031198802,-974.9732785700982,0.0006685311893401793,0.0001648949740816718,2405967.2249043914,4071.243601678411,2.3362371026844777e-05
592,-2303864.8540074853,-548120.4441204055,-3952.7776364924384,-974.9732621362642,0.0006662744160373677,0.000164338337943488,2410038.4685060577,4071.2435330541666,2.3244073504046816e-05
593,-2307817.6315775746,-549095.4173661632,-3952.777570089533,-974.9732457578128,0.0006640290508624431,0.00016378451562046458,2414109.7120390995,4071.2434646611887,2.312657331781579e-05
594,-2311770.4090814847,-550070.3905955977,-3952.777503910031,-974.9732294344639,0.0006617950170528619,0.00016323348817921655,2418180.9555037487,4071.2433964983084,2.3009863761786843e-05
595,-2315723.1865194375,-551045.3638087637,-3952.7774379528073,-974.9732131659401,0.0006595722384906438,0.00016268523684533873,2422252.198900235,4071.2433285643683,2.289393819716306e-05
596,-2319675.9638916543,-552020.3370057156,-3952.777372216744,-974.9731969519657,0.0006573606396958861,0.00016213974300180627,2426323.4422287876,4071.243260858216,2.2778790051944938e-05
597,-2323628.741198355,-552995.3101865079,-3952.7773067007297,-974.9731807922669,0.000655160145820358,0.00016159698818739459,2430394.6854896336,4071.243193378709,2.2664412820110515e-05
598,-2327581.518439758,-553970.2833511945,-3952.7772414036613,-974.9731646865715,0.0006529706826411663,0.00016105695409511693,2434465.9286829997,4071.2431261247084,2.255080006088092e-05
599,-2331534.295616083,-554945.256499829,-3952.7771763244436,-974.9731486346093,0.0006507921765544963,0.00016051962257068096,2438537.1718091127,4071.243059095087,2.243794539794359e-05
600,-2335487.0727275447,-555920.2296324652,-3952.777111461988,-974.9731326361116,0.0006486245545694272,0.00015998497561096284,2442608.414868196,4071.2429922887254,2.232584251868351e-05
601,-2339439.84977436,-556895.202749156,-3952.7770468152135,-974.9731166908122,0.0006464677443018162,0.0001594529953624992,2446679.657860473,4071.2429257045073,2.2214485173479555e-05
602,-2343392.626756743,-557870.1758499545,-3952.776982383046,-974.9731007984458,0.0006443216739682572,0.00015892366411999673,2450750.9007861656,4071.2428593413283,2.210386717493418e-05
603,-2347345.4036749075,-558845.1489349132,-3952.776918164419,-974.9730849587493,0.0006421862723801062,0.000158396964324859,2454822.143645495,4071.2427931980897,2.1993982397183192e-05
604,-2351298.180529066,-559820.1220040848,-3952.7768541582714,-974.9730691714614,0.000640061468937579,0.00015787287856373013,2458893.3864386817,4071.242727273698,2.188482477515747e-05
605,-2355250.9573194296,-560795.095057521,-3952.776790363552,-974.9730534363225,0.0006379471936239157,0.00015735138956705604,2462964.6291659437,4071.2426615670715,2.1776388303890953e-05
606,-2359203.7340462087,-561770.0680952742,-3952.776726779214,-974.9730377530745,0.0006358433769996101,0.0001568324802076607,2467035.8718274995,4071.2425960771307,2.1668667037851013e-05
607,-2363156.5107096126,-562745.0411173956,-3952.7766634042196,-974.9730221214612,0.0006337499501967127,0.0001563161334993413,2471107.1144235646,4071.2425308028073,2.1561655090185886e-05
608,-2367109.28730985,-563720.0141239368,-3952.776600237535,-974.973006541228,0.0006316668449131904,0.0001558023325954768,2475178.3569543557,4071.2424657430374,2.145534663213487e-05
609,-2371062.063847129,-564694.9871149489,-3952.776537278136,-974.972991012122,0.0006295939934073561,0.00015529106078765432,2479249.599420087,4071.2424008967646,2.1349735892309727e-05
610,-2375014.8403216535,-565669.9600904828,-3952.7764745250033,-974.9729755338918,0.0006275313284923632,0.00015478230150431106,2483320.8418209725,4071.24233626294,2.1244817156027718e-05
611,-2378967.6167336307,-566644.9330505892,-3952.7764119771246,-974.9729601062879,0.0006254787835307599,0.00015427603830939113,2487392.084157224,4071.2422718405214,2.1140584764697796e-05
612,-2382920.393083264,-567619.9059953182,-3952.7763496334956,-974.9729447290624,0.0006234362924291055,0.0001537722549010177,2491463.326429053,4071.242207628473,2.1037033115174582e-05
613,-2386873.1693707574,-568594.8789247201,-3952.7762874931163,-974.9729294019688,0.0006214037896326529,0.0001532709351101815,2495534.5686366702,4071.2421436257655,2.093415665908619e-05
614,-2390825.9455963126,-569569.8518388448,-3952.776225554995,-974.9729141247625,0.0006193812101200862,0.0001527720628994429,2499605.810780285,4071.242079831378,2.0831949902258184e-05
615,-2394778.721760131,-570544.8247377421,-3952.776163818146,-974.9728988972003,0.0006173684893983206,0.00015227562236164903,2503677.052860105,4071.2420162442945,2.073040740407586e-05
616,-2398731.497862412,-571519.7976214611,-3952.7761022815894,-974.9728837190405,0.0006153655634973611,0.00015178159771866623,2507748.2948763384,4071.241952863506,2.0629523776880065e-05
617,-2402684.273903357,-572494.7704900511,-3952.776040944352,-974.9728685900433,0.0006133723689652213,0.00015128997332012633,2511819.5368291903,4071.241889688011,2.0529293685345597e-05
618,-2406637.049883162,-573469.7433435612,-3952.775979805468,-974.9728535099699,0.0006113888428628955,0.00015080073364218667,2515890.7787188673,4071.2418267168123,2.042971184593246e-05
619,-2410589.825802026,-574444.7161820398,-3952.7759188639757,-974.9728384785836,0.0006094149227593913,0.00015031386328630495,2519962.020545573,4071.241763948922,2.033077302626281e-05
620,-2414542.601660145,-575419.6890055354,-3952.775858118921,-974.9728234956489,0.0006074505467268166,0.00014982934697802742,2524033.2623095107,4071.2417013833565,2.023247204456498e-05
621,-2418495.3774577146,-576394.6618140964,-3952.775797569356,-974.972808560932,0.0006054956533355233,0.00014934716956579124,2528104.504010883,4071.24163901914,2.0134803769078873e-05
622,-2422448.1531949285,-577369.6346077706,-3952.775737214338,-974.9727936742003,0.0006035501816493027,0.00014886731601973911,2532175.7456498914,4071.241576855299,2.0037763117535825e-05
623,-2426400.928871982,-578344.6073866058,-3952.775677052931,-974.9727788352232,0.0006016140712206394,0.00014838977143054904,2536246.987226736,4071.241514890873,1.994134505654904e-05
624,-2430353.7044890663,-579319.5801506495,-3952.7756170842044,-974.972764043771,0.0005996872620860133,0.00014791452100827525,2540318.2287416155,4071.2414531249024,1.984554460111924e-05
625,-2434306.4800463733,-580294.5528999493,-3952.7755573072354,-974.9727492996159,0.0005977696947612578,0.00014744155008120362,2544389.47019473,4071.2413915564352,1.975035681405435e-05
626,-2438259.2555440944,-581269.5256345517,-3952.7754977211043,-974.9727346025315,0.00059586131023697,0.00014697084409471942,2548460.7115862747,4071.241330184526,1.965577680544164e-05
627,-2442212.0309824194,-582244.498354504,-3952.7754383249,-974.9727199522926,0.0005939620499739674,0.00014650238861018672,2552531.952916449,4071.2412690082338,1.9561799732154893e-05
628,-2446164.806361537,-583219.4710598526,-3952.775379117714,-974.9727053486756,0.0005920718558988028,0.00014603616930384224,2556603.194185446,4071.2412080266263,1.9468420797270652e-05
629,-2450117.5816816357,-584194.4437506441,-3952.7753200986467,-974.9726907914585,0.0005901906703993218,0.00014557217196569958,2560674.435393462,4071.241147238775,1.9375635249614603e-05
630,-2454070.3569429023,-585169.4164269245,-3952.775261266803,-974.9726762804203,0.0005883184363202742,0.0001451103824984669,2564745.67654069,4071.241086643758,1.928343838321917e-05
631,-2458023.1321455236,-586144.3890887399,-3952.775202621294,-974.9726618153416,0.0005864550969589724,0.0001446507869164758,2568816.917627323,4071.2410262406597,1.9191825536833273e-05
632,-2461975.9072896848,-587119.3617361359,-3952.7751441612336,-974.9726473960044,0.0005846005960609979,0.0001441933713446226,2572888.1586535526,4071.2409660285693,1.91007920934239e-05
633,-2465928.6823755708,-588094.3343691581,-3952.7750858857457,-974.9726330221921,0.0005827548778159552,0.000143738122017321,2576959.399619571,4071.2409060065816,1.901033347969353e-05
634,-2469881.4574033646,-589069.3069878519,-3952.775027793957,-974.9726186936897,0.0005809178868532736,0.00014328502527746653,2581030.6405255664,4071.240846173799,1.8920445165590014e-05
635,-2473834.2323732497,-590044.2795922621,-3952.7749698850007,-974.9726044102829,0.0005790895682380527,0.00014283406757541192,2585101.88137173,4071.240786529328,1.8831122663838708e-05
636,-2477787.0072854073,-591019.2521824338,-3952.774912158014,-974.9725901717593,0.0005772698674669575,0.00014238523546795468,2589173.1221582484,4071.2407270722797,1.874236152945875e-05
637,-2481739.78214002,-591994.2247584118,-3952.7748546121416,-974.9725759779077,0.0005754587304641551,0.00014193851561733478,2593244.36288531,4071.240667801774,1.865415735930599e-05
638,-2485692.556937266,-592969.1973202402,-3952.7747972465313,-974.9725618285182,0.0005736561035772962,0.00014149389479024352,2597315.6035531014,4071.2406087169325,1.8566505791639547e-05
639,-2489645.3316773265,-593944.1698679636,-3952.774740060338,-974.9725477233824,0.0005718619335735442,0.00014105135985684425,2601386.844161808,4071.2405498168855,1.8479402505607377e-05
640,-2493598.1063603796,-594919.142401626,-3952.7746830527212,-974.9725336622927,0.0005700761676356427,0.00014061089778980232,2605458.0847116145,4071.2404911007666,1.8392843220862298e-05
641,-2497550.8809866025,-595894.114921271,-3952.774626222846,-974.972519645043,0.0005682987533580303,0.00014017249566332688,2609529.325202705,4071.240432567716,1.8306823697076445e-05
642,-2501503.655556172,-596869.0874269424,-3952.7745695698827,-974.972505671429,0.0005665296387429933,0.00013973614065222178,2613600.565635262,4071.2403742168794,1.8221339733549734e-05
643,-2505456.430069265,-597844.0599186836,-3952.7745130930048,-974.972491741247,0.0005647687721968655,0.00013930182003094854,2617671.8060094686,4071.2403160474055,1.8136387168714044e-05
644,-2509409.2045260565,-598819.032396538,-3952.7744567913946,-974.972477854295,0.0005630161025262633,0.00013886952117269754,2621743.0463255057,4071.2402580584517,1.805196187979008e-05
645,-2513361.9789267206,-599794.0048605483,-3952.774400664237,-974.9724640103718,0.0005612715789343692,0.00013843923154847144,2625814.2865835535,4071.240200249179,1.796805978226831e-05
